COLUMN,data_type,description,cat_options,val_range,min,max,distribution,perc_missing,perc_erroneous,erroneous,cut_off
Q491_2,ordinal,difficulty to relax,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q491.png,0.0,1.478743068391867,"8,9",4
Q532_2,categorical,Elderly has lost 10 pounds (4.5 kilograms) or more during the past month,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q532.png,0.0,0.9242144177449169,"8,9",3
Q531_2,categorical,Elderly has lost 10 pounds (4.5 kilograms) or more in the past three months,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q531.png,0.0,0.9242144177449169,"8,9",3
Q512_2,ordinal,increased appetite,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q512.png,0.0,0.5545286506469501,8,4
Q511_2,ordinal,loss or decreased appetite ,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q511.png,0.0,0.5545286506469501,8,4
Q502_2,ordinal,"describes the headacke as the product of nervous tension: tension around the head, tension, stiff neck","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q502.png,0.0,1.66358595194085,"8,9",4
Q501_2,ordinal,describe the headache,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q501.png,0.0,0.9242144177449169,"8,9",4
Q481_2,ordinal,Gets worn out or exhausted during daytime or evening,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q481.png,0.0,1.293900184842884,8,4
Q781_2,ordinal,Elderly seems very slow in all moves,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q781.png,0.0,0.9242144177449169,"8,9",4
Q452_2,categorical,"One or more body parts appear paralyzed in whole or in part, or there is a sign of paralysis on one side of the face.","no,yes,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q452.png,0.0,0.1848428835489834,8,3
Q451_2,ordinal,"the elderly seems week, skinny, sick or disabled","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q451.png,0.0,0.0,,4
Q401_2,ordinal,the interviewer's believes that the elderly has a memory problem,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q401.png,0.0,0.0,,4
Q391_2,categorical,does not remember the name of the past prime minister (if wrong give the right answer: Najib Mikati) ,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q391.png,0.0,0.7393715341959335,"8,9",3
Q381_2,categorical,does not remember the name of the current prime minister (if wrong give the right answer: Tamam Salam) ,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q381.png,0.0,0.9242144177449169,"8,9",3
Q371_2,categorical,does not remember well the interviewer's name (little mistakes are tolerable) ,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q371.png,0.0,0.5545286506469501,9,3
Q533_2,categorical,Elderly gained 10 pounds (4.5 kilograms) or more during the past month,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q533.png,0.0,0.7393715341959335,"8,9",3
Q541_2,categorical,Problem sleeping or change in the sleeping pattern,"no,yes,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q541.png,0.0,0.3696857670979667,8,3
Q611_2,ordinal,"Palpitations (i.e. patient is conscious of his/her heartbeat which is not due to exercise, but usually accompanied by anxiety.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q611.png,0.0,1.293900184842884,8,4
Q612_2,ordinal,Trembling or tremulous feeling due to anxiety.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q612.png,0.0,1.293900184842884,8,4
Q613_2,ordinal,Other physical manifestations of anxiety,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q613.png,0.0,1.293900184842884,8,4
Q621_2,ordinal,Subjective slowing in thinking.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q621.png,0.0,2.587800369685767,8,4
Q631_2,ordinal,Feeling confused,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q631.png,0.0,2.77264325323475,8,4
Q641_2,ordinal,Feels indecisive,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q641.png,0.0,2.033271719038817,"8,9",4
Q642_2,ordinal,"A feeling of confused thinking or hesitation is present for most days, for at least two weeks.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q642.png,0.0,2.402957486136784,"8,9",4
Q643_2,ordinal,The feeling of not coping well with the daily routine.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q643.png,0.0,2.033271719038817,"8,9",4
Q644_2,ordinal,Lack of self-confidence,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q644.png,0.0,2.2181146025878,"8,9",4
Q651_2,ordinal,The elderly seems confused ,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q651.png,0.0,0.1848428835489834,8,4
Q652_2,ordinal,Appears indecisive,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q652.png,0.0,0.0,,4
Q711_2,ordinal,"From his/her point of view, the elderly is slower in motion","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q711.png,0.0,0.1848428835489834,8,4
Q721_2,ordinal,Listlessness or subjective   restriction of energy.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q721.png,0.0,0.7393715341959335,8,4
Q722_2,ordinal,It exists most days for at least two weeks,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q722.png,0.0,1.1090573012939,8,4
Q731_2,ordinal,"Move less than usual.

","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q731.png,0.0,0.3696857670979667,8,4
HASCONF_2,ordinal,overall rating of confidence in data,"logical answers,little doughts ,some level of doughts,a lot of doughts,useless information ","0.0,1.0,2.0,3.0,4.0",0,4,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/HASCONF.png,0.0,0.0,,4
